league_id,sub_league_id,year,all_star_pos,all_star
100,0,2017,0,120
100,0,2017,1,165
100,0,2017,2,166
100,0,2017,3,167
100,0,2017,4,168
100,0,2017,5,169
100,0,2017,6,172
100,0,2017,7,174
100,0,2017,8,176
100,0,2017,9,177
100,0,2017,10,180
100,0,2017,11,181
100,0,2017,12,186
100,0,2017,13,190
100,0,2017,14,192
100,0,2017,15,194
100,0,2017,16,197
100,0,2017,17,198
100,0,2017,18,203
100,0,2017,19,204
100,0,2017,20,205
100,0,2017,21,211
100,0,2017,22,212
100,0,2017,23,213
100,0,2017,24,215
100,0,2017,25,219
100,0,2017,26,221
100,0,2017,27,223
100,0,2017,28,227
100,0,2017,29,228
100,0,2017,30,230
100,0,2017,31,233
100,0,2017,32,235
100,0,2017,33,236
100,0,2017,34,243
100,0,2017,35,244
100,0,2017,36,246
100,0,2017,37,252
100,0,2017,38,255
100,0,2017,39,260
100,0,2017,40,262
100,0,2017,41,264
100,0,2017,42,268
100,0,2017,43,269
100,0,2017,44,270
100,0,2017,45,271
100,0,2017,46,273
100,0,2017,47,274
100,0,2017,48,275
100,0,2017,49,276
100,0,2018,0,68
100,0,2018,1,77
100,0,2018,2,78
100,0,2018,3,80
100,0,2018,4,82
100,0,2018,5,100
100,0,2018,6,165
100,0,2018,7,168
100,0,2018,8,171
100,0,2018,9,172
100,0,2018,10,173
100,0,2018,11,174
100,0,2018,12,176
100,0,2018,13,177
100,0,2018,14,178
100,0,2018,15,180
100,0,2018,16,181
100,0,2018,17,182
100,0,2018,18,185
100,0,2018,19,191
100,0,2018,20,192
100,0,2018,21,195
100,0,2018,22,197
100,0,2018,23,200
100,0,2018,24,203
100,0,2018,25,204
100,0,2018,26,205
100,0,2018,27,208
100,0,2018,28,215
100,0,2018,29,219
100,0,2018,30,221
100,0,2018,31,223
100,0,2018,32,226
100,0,2018,33,227
100,0,2018,34,236
100,0,2018,35,237
100,0,2018,36,240
100,0,2018,37,244
100,0,2018,38,246
100,0,2018,39,254
100,0,2018,40,255
100,0,2018,41,258
100,0,2018,42,260
100,0,2018,43,264
100,0,2018,44,266
100,0,2018,45,270
100,0,2018,46,271
100,0,2018,47,273
100,0,2018,48,275
100,0,2018,49,276
100,0,2019,0,46
100,0,2019,1,57
100,0,2019,2,59
100,0,2019,3,60
100,0,2019,4,81
100,0,2019,5,85
100,0,2019,6,90
100,0,2019,7,103
100,0,2019,8,119
100,0,2019,9,120
100,0,2019,10,165
100,0,2019,11,171
100,0,2019,12,173
100,0,2019,13,174
100,0,2019,14,176
100,0,2019,15,177
100,0,2019,16,178
100,0,2019,17,180
100,0,2019,18,182
100,0,2019,19,185
100,0,2019,20,186
100,0,2019,21,187
100,0,2019,22,192
100,0,2019,23,195
100,0,2019,24,197
100,0,2019,25,200
100,0,2019,26,201
100,0,2019,27,203
100,0,2019,28,204
100,0,2019,29,206
100,0,2019,30,208
100,0,2019,31,210
100,0,2019,32,213
100,0,2019,33,218
100,0,2019,34,219
100,0,2019,35,223
100,0,2019,36,225
100,0,2019,37,227
100,0,2019,38,237
100,0,2019,39,244
100,0,2019,40,245
100,0,2019,41,246
100,0,2019,42,255
100,0,2019,43,258
100,0,2019,44,260
100,0,2019,45,266
100,0,2019,46,268
100,0,2019,47,270
100,0,2019,48,273
100,0,2019,49,275
100,0,2020,0,45
100,0,2020,1,48
100,0,2020,2,59
100,0,2020,3,60
100,0,2020,4,62
100,0,2020,5,76
100,0,2020,6,78
100,0,2020,7,81
100,0,2020,8,85
100,0,2020,9,87
100,0,2020,10,90
100,0,2020,11,94
100,0,2020,12,97
100,0,2020,13,111
100,0,2020,14,124
100,0,2020,15,159
100,0,2020,16,165
100,0,2020,17,171
100,0,2020,18,173
100,0,2020,19,174
100,0,2020,20,177
100,0,2020,21,180
100,0,2020,22,185
100,0,2020,23,187
100,0,2020,24,192
100,0,2020,25,195
100,0,2020,26,200
100,0,2020,27,201
100,0,2020,28,204
100,0,2020,29,205
100,0,2020,30,206
100,0,2020,31,207
100,0,2020,32,211
100,0,2020,33,213
100,0,2020,34,219
100,0,2020,35,223
100,0,2020,36,227
100,0,2020,37,228
100,0,2020,38,229
100,0,2020,39,237
100,0,2020,40,245
100,0,2020,41,246
100,0,2020,42,255
100,0,2020,43,260
100,0,2020,44,266
100,0,2020,45,268
100,0,2020,46,270
100,0,2020,47,271
100,0,2020,48,273
100,0,2020,49,275
100,0,2021,0,10
100,0,2021,1,14
100,0,2021,2,20
100,0,2021,3,24
100,0,2021,4,27
100,0,2021,5,29
100,0,2021,6,39
100,0,2021,7,42
100,0,2021,8,43
100,0,2021,9,48
100,0,2021,10,59
100,0,2021,11,60
100,0,2021,12,62
100,0,2021,13,66
100,0,2021,14,76
100,0,2021,15,77
100,0,2021,16,78
100,0,2021,17,80
100,0,2021,18,81
100,0,2021,19,94
100,0,2021,20,111
100,0,2021,21,121
100,0,2021,22,122
100,0,2021,23,147
100,0,2021,24,156
100,0,2021,25,159
100,0,2021,26,171
100,0,2021,27,173
100,0,2021,28,174
100,0,2021,29,175
100,0,2021,30,177
100,0,2021,31,178
100,0,2021,32,180
100,0,2021,33,182
100,0,2021,34,185
100,0,2021,35,187
100,0,2021,36,191
100,0,2021,37,192
100,0,2021,38,195
100,0,2021,39,197
100,0,2021,40,200
100,0,2021,41,201
100,0,2021,42,203
100,0,2021,43,204
100,0,2021,44,206
100,0,2021,45,211
100,0,2021,46,213
100,0,2021,47,215
100,0,2021,48,219
100,0,2021,49,223
100,0,2022,0,11
100,0,2022,1,15
100,0,2022,2,20
100,0,2022,3,22
100,0,2022,4,29
100,0,2022,5,42
100,0,2022,6,43
100,0,2022,7,48
100,0,2022,8,56
100,0,2022,9,60
100,0,2022,10,62
100,0,2022,11,76
100,0,2022,12,78
100,0,2022,13,87
100,0,2022,14,94
100,0,2022,15,124
100,0,2022,16,126
100,0,2022,17,147
100,0,2022,18,159
100,0,2022,19,165
100,0,2022,20,171
100,0,2022,21,173
100,0,2022,22,174
100,0,2022,23,177
100,0,2022,24,180
100,0,2022,25,185
100,0,2022,26,187
100,0,2022,27,191
100,0,2022,28,195
100,0,2022,29,198
100,0,2022,30,200
100,0,2022,31,203
100,0,2022,32,204
100,0,2022,33,206
100,0,2022,34,208
100,0,2022,35,211
100,0,2022,36,219
100,0,2022,37,227
100,0,2022,38,237
100,0,2022,39,239
100,0,2022,40,244
100,0,2022,41,246
100,0,2022,42,255
100,0,2022,43,258
100,0,2022,44,264
100,0,2022,45,266
100,0,2022,46,268
100,0,2022,47,270
100,0,2022,48,271
100,0,2022,49,275
100,0,2023,0,8
100,0,2023,1,10
100,0,2023,2,11
100,0,2023,3,12
100,0,2023,4,14
100,0,2023,5,15
100,0,2023,6,18
100,0,2023,7,20
100,0,2023,8,22
100,0,2023,9,24
100,0,2023,10,27
100,0,2023,11,42
100,0,2023,12,48
100,0,2023,13,56
100,0,2023,14,60
100,0,2023,15,62
100,0,2023,16,65
100,0,2023,17,76
100,0,2023,18,78
100,0,2023,19,81
100,0,2023,20,111
100,0,2023,21,121
100,0,2023,22,124
100,0,2023,23,145
100,0,2023,24,147
100,0,2023,25,151
100,0,2023,26,156
100,0,2023,27,159
100,0,2023,28,171
100,0,2023,29,173
100,0,2023,30,174
100,0,2023,31,177
100,0,2023,32,180
100,0,2023,33,185
100,0,2023,34,200
100,0,2023,35,204
100,0,2023,36,206
100,0,2023,37,211
100,0,2023,38,219
100,0,2023,39,223
100,0,2023,40,227
100,0,2023,41,237
100,0,2023,42,246
100,0,2023,43,255
100,0,2023,44,258
100,0,2023,45,264
100,0,2023,46,266
100,0,2023,47,268
100,0,2023,48,270
100,0,2023,49,273
100,0,2024,0,13
100,0,2024,1,15
100,0,2024,2,17
100,0,2024,3,20
100,0,2024,4,24
100,0,2024,5,27
100,0,2024,6,48
100,0,2024,7,56
100,0,2024,8,62
100,0,2024,9,65
100,0,2024,10,76
100,0,2024,11,77
100,0,2024,12,81
100,0,2024,13,87
100,0,2024,14,101
100,0,2024,15,111
100,0,2024,16,119
100,0,2024,17,121
100,0,2024,18,122
100,0,2024,19,123
100,0,2024,20,124
100,0,2024,21,126
100,0,2024,22,130
100,0,2024,23,137
100,0,2024,24,138
100,0,2024,25,145
100,0,2024,26,147
100,0,2024,27,151
100,0,2024,28,159
100,0,2024,29,171
100,0,2024,30,173
100,0,2024,31,174
100,0,2024,32,177
100,0,2024,33,185
100,0,2024,34,192
100,0,2024,35,204
100,0,2024,36,208
100,0,2024,37,213
100,0,2024,38,227
100,0,2024,39,237
100,0,2024,40,244
100,0,2024,41,258
100,0,2024,42,268
100,0,2024,43,270
100,0,2024,44,271
100,0,2024,45,273
100,0,2024,46,275
100,0,2024,47,310
100,0,2024,48,311
100,0,2024,49,337
100,0,2025,0,11
100,0,2025,1,12
100,0,2025,2,15
100,0,2025,3,16
100,0,2025,4,20
100,0,2025,5,24
100,0,2025,6,29
100,0,2025,7,48
100,0,2025,8,60
100,0,2025,9,62
100,0,2025,10,65
100,0,2025,11,76
100,0,2025,12,78
100,0,2025,13,79
100,0,2025,14,81
100,0,2025,15,87
100,0,2025,16,111
100,0,2025,17,121
100,0,2025,18,126
100,0,2025,19,137
100,0,2025,20,138
100,0,2025,21,147
100,0,2025,22,159
100,0,2025,23,165
100,0,2025,24,173
100,0,2025,25,174
100,0,2025,26,185
100,0,2025,27,192
100,0,2025,28,200
100,0,2025,29,204
100,0,2025,30,206
100,0,2025,31,208
100,0,2025,32,218
100,0,2025,33,219
100,0,2025,34,223
100,0,2025,35,227
100,0,2025,36,237
100,0,2025,37,239
100,0,2025,38,246
100,0,2025,39,255
100,0,2025,40,258
100,0,2025,41,266
100,0,2025,42,268
100,0,2025,43,270
100,0,2025,44,271
100,0,2025,45,273
100,0,2025,46,275
100,0,2025,47,310
100,0,2025,48,337
100,0,2025,49,421
100,0,2026,0,11
100,0,2026,1,12
100,0,2026,2,14
100,0,2026,3,15
100,0,2026,4,16
100,0,2026,5,17
100,0,2026,6,20
100,0,2026,7,24
100,0,2026,8,27
100,0,2026,9,29
100,0,2026,10,43
100,0,2026,11,45
100,0,2026,12,48
100,0,2026,13,62
100,0,2026,14,65
100,0,2026,15,76
100,0,2026,16,77
100,0,2026,17,79
100,0,2026,18,80
100,0,2026,19,81
100,0,2026,20,87
100,0,2026,21,111
100,0,2026,22,119
100,0,2026,23,121
100,0,2026,24,122
100,0,2026,25,126
100,0,2026,26,137
100,0,2026,27,138
100,0,2026,28,145
100,0,2026,29,147
100,0,2026,30,159
100,0,2026,31,165
100,0,2026,32,171
100,0,2026,33,173
100,0,2026,34,174
100,0,2026,35,180
100,0,2026,36,185
100,0,2026,37,192
100,0,2026,38,208
100,0,2026,39,227
100,0,2026,40,237
100,0,2026,41,239
100,0,2026,42,244
100,0,2026,43,246
100,0,2026,44,255
100,0,2026,45,258
100,0,2026,46,268
100,0,2026,47,270
100,0,2026,48,271
100,0,2026,49,273
100,0,2027,0,12
100,0,2027,1,14
100,0,2027,2,15
100,0,2027,3,16
100,0,2027,4,17
100,0,2027,5,18
100,0,2027,6,20
100,0,2027,7,22
100,0,2027,8,24
100,0,2027,9,29
100,0,2027,10,43
100,0,2027,11,48
100,0,2027,12,52
100,0,2027,13,57
100,0,2027,14,69
100,0,2027,15,70
100,0,2027,16,76
100,0,2027,17,77
100,0,2027,18,81
100,0,2027,19,87
100,0,2027,20,111
100,0,2027,21,122
100,0,2027,22,124
100,0,2027,23,137
100,0,2027,24,145
100,0,2027,25,149
100,0,2027,26,158
100,0,2027,27,159
100,0,2027,28,174
100,0,2027,29,185
100,0,2027,30,200
100,0,2027,31,204
100,0,2027,32,208
100,0,2027,33,227
100,0,2027,34,237
100,0,2027,35,239
100,0,2027,36,244
100,0,2027,37,246
100,0,2027,38,255
100,0,2027,39,258
100,0,2027,40,268
100,0,2027,41,270
100,0,2027,42,310
100,0,2027,43,336
100,0,2027,44,364
100,0,2027,45,377
100,0,2027,46,379
100,0,2027,47,404
100,0,2027,48,421
100,0,2027,49,446
100,0,2028,0,12
100,0,2028,1,15
100,0,2028,2,17
100,0,2028,3,20
100,0,2028,4,29
100,0,2028,5,43
100,0,2028,6,45
100,0,2028,7,48
100,0,2028,8,62
100,0,2028,9,65
100,0,2028,10,76
100,0,2028,11,81
100,0,2028,12,87
100,0,2028,13,111
100,0,2028,14,119
100,0,2028,15,121
100,0,2028,16,122
100,0,2028,17,124
100,0,2028,18,137
100,0,2028,19,147
100,0,2028,20,149
100,0,2028,21,174
100,0,2028,22,185
100,0,2028,23,192
100,0,2028,24,200
100,0,2028,25,208
100,0,2028,26,227
100,0,2028,27,239
100,0,2028,28,244
100,0,2028,29,246
100,0,2028,30,255
100,0,2028,31,258
100,0,2028,32,268
100,0,2028,33,270
100,0,2028,34,275
100,0,2028,35,310
100,0,2028,36,336
100,0,2028,37,337
100,0,2028,38,349
100,0,2028,39,364
100,0,2028,40,375
100,0,2028,41,379
100,0,2028,42,399
100,0,2028,43,405
100,0,2028,44,407
100,0,2028,45,419
100,0,2028,46,436
100,0,2028,47,437
100,0,2028,48,445
100,0,2028,49,526
100,0,2029,0,8
100,0,2029,1,12
100,0,2029,2,15
100,0,2029,3,17
100,0,2029,4,20
100,0,2029,5,27
100,0,2029,6,29
100,0,2029,7,43
100,0,2029,8,48
100,0,2029,9,56
100,0,2029,10,65
100,0,2029,11,76
100,0,2029,12,81
100,0,2029,13,87
100,0,2029,14,111
100,0,2029,15,121
100,0,2029,16,122
100,0,2029,17,137
100,0,2029,18,138
100,0,2029,19,140
100,0,2029,20,147
100,0,2029,21,158
100,0,2029,22,159
100,0,2029,23,174
100,0,2029,24,185
100,0,2029,25,200
100,0,2029,26,208
100,0,2029,27,239
100,0,2029,28,244
100,0,2029,29,246
100,0,2029,30,258
100,0,2029,31,268
100,0,2029,32,270
100,0,2029,33,311
100,0,2029,34,331
100,0,2029,35,335
100,0,2029,36,336
100,0,2029,37,375
100,0,2029,38,379
100,0,2029,39,401
100,0,2029,40,408
100,0,2029,41,419
100,0,2029,42,427
100,0,2029,43,432
100,0,2029,44,458
100,0,2029,45,466
100,0,2029,46,482
100,0,2029,47,500
100,0,2029,48,503
100,0,2029,49,504
101,0,2021,0,4
101,0,2021,1,7
101,0,2021,2,11
101,0,2021,3,16
101,0,2021,4,32
101,0,2021,5,35
101,0,2021,6,38
101,0,2021,7,44
101,0,2021,8,52
101,0,2021,9,73
101,0,2021,10,75
101,0,2021,11,79
101,0,2021,12,86
101,0,2021,13,91
101,0,2021,14,105
101,0,2021,15,120
101,0,2021,16,134
101,0,2021,17,135
101,0,2021,18,140
101,0,2021,19,170
101,0,2021,20,190
101,0,2021,21,194
101,0,2021,22,202
101,0,2021,23,222
101,0,2021,24,224
101,0,2021,25,240
101,0,2021,26,249
101,0,2021,27,250
101,0,2021,28,252
101,0,2021,29,253
101,0,2021,30,259
101,0,2021,31,262
101,0,2021,32,267
101,0,2021,33,277
101,0,2021,34,278
101,0,2021,35,280
101,0,2021,36,283
101,0,2021,37,284
101,0,2021,38,285
101,0,2021,39,287
101,0,2021,40,288
101,0,2021,41,289
101,0,2021,42,290
101,0,2021,43,291
101,0,2021,44,292
101,0,2021,45,293
101,0,2021,46,303
101,0,2021,47,305
101,0,2021,48,306
101,0,2021,49,307
101,0,2022,0,1
101,0,2022,1,1
101,0,2022,2,3
101,0,2022,3,5
101,0,2022,4,16
101,0,2022,5,16
101,0,2022,6,26
101,0,2022,7,34
101,0,2022,8,34
101,0,2022,9,38
101,0,2022,10,38
101,0,2022,11,51
101,0,2022,12,51
101,0,2022,13,65
101,0,2022,14,65
101,0,2022,15,67
101,0,2022,16,70
101,0,2022,17,70
101,0,2022,18,75
101,0,2022,19,75
101,0,2022,20,86
101,0,2022,21,86
101,0,2022,22,92
101,0,2022,23,95
101,0,2022,24,95
101,0,2022,25,98
101,0,2022,26,112
101,0,2022,27,112
101,0,2022,28,128
101,0,2022,29,135
101,0,2022,30,135
101,0,2022,31,138
101,0,2022,32,145
101,0,2022,33,145
101,0,2022,34,146
101,0,2022,35,146
101,0,2022,36,155
101,0,2022,37,158
101,0,2022,38,277
101,0,2022,39,278
101,0,2022,40,278
101,0,2022,41,279
101,0,2022,42,279
101,0,2022,43,280
101,0,2022,44,281
101,0,2022,45,282
101,0,2022,46,282
101,0,2022,47,283
101,0,2022,48,283
101,0,2022,49,284
101,0,2023,0,1
101,0,2023,1,9
101,0,2023,2,19
101,0,2023,3,23
101,0,2023,4,26
101,0,2023,5,34
101,0,2023,6,35
101,0,2023,7,37
101,0,2023,8,39
101,0,2023,9,47
101,0,2023,10,50
101,0,2023,11,51
101,0,2023,12,52
101,0,2023,13,70
101,0,2023,14,125
101,0,2023,15,138
101,0,2023,16,146
101,0,2023,17,298
101,0,2023,18,306
101,0,2023,19,309
101,0,2023,20,312
101,0,2023,21,314
101,0,2023,22,318
101,0,2023,23,320
101,0,2023,24,321
101,0,2023,25,322
101,0,2023,26,324
101,0,2023,27,327
101,0,2023,28,328
101,0,2023,29,329
101,0,2023,30,330
101,0,2023,31,333
101,0,2023,32,334
101,0,2023,33,336
101,0,2023,34,337
101,0,2023,35,338
101,0,2023,36,341
101,0,2023,37,342
101,0,2023,38,343
101,0,2023,39,344
101,0,2023,40,345
101,0,2023,41,346
101,0,2023,42,347
101,0,2023,43,349
101,0,2023,44,350
101,0,2023,45,353
101,0,2023,46,354
101,0,2023,47,355
101,0,2023,48,356
101,0,2023,49,357
101,0,2024,0,1
101,0,2024,1,6
101,0,2024,2,19
101,0,2024,3,23
101,0,2024,4,35
101,0,2024,5,39
101,0,2024,6,44
101,0,2024,7,125
101,0,2024,8,144
101,0,2024,9,153
101,0,2024,10,280
101,0,2024,11,290
101,0,2024,12,306
101,0,2024,13,312
101,0,2024,14,313
101,0,2024,15,314
101,0,2024,16,319
101,0,2024,17,323
101,0,2024,18,324
101,0,2024,19,327
101,0,2024,20,332
101,0,2024,21,338
101,0,2024,22,339
101,0,2024,23,341
101,0,2024,24,344
101,0,2024,25,345
101,0,2024,26,348
101,0,2024,27,353
101,0,2024,28,354
101,0,2024,29,355
101,0,2024,30,356
101,0,2024,31,361
101,0,2024,32,363
101,0,2024,33,364
101,0,2024,34,365
101,0,2024,35,366
101,0,2024,36,367
101,0,2024,37,369
101,0,2024,38,370
101,0,2024,39,371
101,0,2024,40,372
101,0,2024,41,376
101,0,2024,42,377
101,0,2024,43,379
101,0,2024,44,382
101,0,2024,45,383
101,0,2024,46,384
101,0,2024,47,386
101,0,2024,48,387
101,0,2024,49,388
101,0,2025,0,3
101,0,2025,1,23
101,0,2025,2,144
101,0,2025,3,161
101,0,2025,4,298
101,0,2025,5,306
101,0,2025,6,309
101,0,2025,7,319
101,0,2025,8,322
101,0,2025,9,323
101,0,2025,10,338
101,0,2025,11,342
101,0,2025,12,348
101,0,2025,13,351
101,0,2025,14,372
101,0,2025,15,376
101,0,2025,16,389
101,0,2025,17,390
101,0,2025,18,392
101,0,2025,19,394
101,0,2025,20,397
101,0,2025,21,398
101,0,2025,22,399
101,0,2025,23,400
101,0,2025,24,401
101,0,2025,25,404
101,0,2025,26,406
101,0,2025,27,407
101,0,2025,28,408
101,0,2025,29,409
101,0,2025,30,411
101,0,2025,31,412
101,0,2025,32,413
101,0,2025,33,416
101,0,2025,34,417
101,0,2025,35,418
101,0,2025,36,419
101,0,2025,37,422
101,0,2025,38,424
101,0,2025,39,425
101,0,2025,40,427
101,0,2025,41,429
101,0,2025,42,430
101,0,2025,43,432
101,0,2025,44,433
101,0,2025,45,434
101,0,2025,46,435
101,0,2025,47,437
101,0,2025,48,439
101,0,2025,49,440
101,0,2026,0,1
101,0,2026,1,5
101,0,2026,2,71
101,0,2026,3,144
101,0,2026,4,153
101,0,2026,5,312
101,0,2026,6,324
101,0,2026,7,348
101,0,2026,8,384
101,0,2026,9,386
101,0,2026,10,389
101,0,2026,11,390
101,0,2026,12,395
101,0,2026,13,405
101,0,2026,14,407
101,0,2026,15,410
101,0,2026,16,411
101,0,2026,17,412
101,0,2026,18,422
101,0,2026,19,425
101,0,2026,20,429
101,0,2026,21,432
101,0,2026,22,433
101,0,2026,23,437
101,0,2026,24,440
101,0,2026,25,442
101,0,2026,26,443
101,0,2026,27,446
101,0,2026,28,449
101,0,2026,29,450
101,0,2026,30,451
101,0,2026,31,452
101,0,2026,32,453
101,0,2026,33,454
101,0,2026,34,457
101,0,2026,35,461
101,0,2026,36,463
101,0,2026,37,465
101,0,2026,38,468
101,0,2026,39,472
101,0,2026,40,475
101,0,2026,41,476
101,0,2026,42,478
101,0,2026,43,480
101,0,2026,44,481
101,0,2026,45,482
101,0,2026,46,483
101,0,2026,47,485
101,0,2026,48,486
101,0,2027,0,144
101,0,2027,1,351
101,0,2027,2,384
101,0,2027,3,390
101,0,2027,4,410
101,0,2027,5,412
101,0,2027,6,414
101,0,2027,7,422
101,0,2027,8,439
101,0,2027,9,440
101,0,2027,10,449
101,0,2027,11,451
101,0,2027,12,456
101,0,2027,13,457
101,0,2027,14,461
101,0,2027,15,468
101,0,2027,16,472
101,0,2027,17,476
101,0,2027,18,477
101,0,2027,19,478
101,0,2027,20,481
101,0,2027,21,482
101,0,2027,22,483
101,0,2027,23,484
101,0,2027,24,488
101,0,2027,25,489
101,0,2027,26,493
101,0,2027,27,496
101,0,2027,28,499
101,0,2027,29,503
101,0,2027,30,504
101,0,2027,31,508
101,0,2027,32,511
101,0,2027,33,512
101,0,2027,34,513
101,0,2027,35,516
101,0,2027,36,519
101,0,2027,37,521
101,0,2027,38,522
101,0,2027,39,523
101,0,2027,40,524
101,0,2027,41,525
101,0,2027,42,527
101,0,2027,43,529
101,0,2027,44,533
101,0,2027,45,534
101,0,2027,46,536
101,0,2027,47,537
101,0,2027,48,539
101,0,2027,49,540
101,0,2028,0,389
101,0,2028,1,410
101,0,2028,2,422
101,0,2028,3,439
101,0,2028,4,468
101,0,2028,5,476
101,0,2028,6,483
101,0,2028,7,484
101,0,2028,8,486
101,0,2028,9,498
101,0,2028,10,500
101,0,2028,11,503
101,0,2028,12,505
101,0,2028,13,508
101,0,2028,14,510
101,0,2028,15,512
101,0,2028,16,515
101,0,2028,17,516
101,0,2028,18,517
101,0,2028,19,520
101,0,2028,20,521
101,0,2028,21,522
101,0,2028,22,523
101,0,2028,23,524
101,0,2028,24,529
101,0,2028,25,533
101,0,2028,26,534
101,0,2028,27,536
101,0,2028,28,537
101,0,2028,29,538
101,0,2028,30,540
101,0,2028,31,541
101,0,2028,32,543
101,0,2028,33,544
101,0,2028,34,545
101,0,2028,35,548
101,0,2028,36,549
101,0,2028,37,552
101,0,2028,38,553
101,0,2028,39,556
101,0,2028,40,560
101,0,2028,41,562
101,0,2028,42,563
101,0,2028,43,565
101,0,2028,44,567
101,0,2028,45,569
101,0,2028,46,574
101,0,2028,47,580
101,0,2028,48,583
101,0,2028,49,584
101,0,2029,0,1
101,0,2029,1,3
101,0,2029,2,144
101,0,2029,3,389
101,0,2029,4,439
101,0,2029,5,440
101,0,2029,6,459
101,0,2029,7,462
101,0,2029,8,483
101,0,2029,9,484
101,0,2029,10,493
101,0,2029,11,498
101,0,2029,12,510
101,0,2029,13,515
101,0,2029,14,517
101,0,2029,15,539
101,0,2029,16,543
101,0,2029,17,550
101,0,2029,18,555
101,0,2029,19,556
101,0,2029,20,562
101,0,2029,21,563
101,0,2029,22,571
101,0,2029,23,573
101,0,2029,24,579
101,0,2029,25,580
101,0,2029,26,582
101,0,2029,27,584
101,0,2029,28,586
101,0,2029,29,595
101,0,2029,30,604
101,0,2029,31,606
101,0,2029,32,608
101,0,2029,33,610
101,0,2029,34,611
101,0,2029,35,612
101,0,2029,36,621
101,0,2029,37,622
101,0,2029,38,625
101,0,2029,39,630
101,0,2029,40,633
101,0,2029,41,635
101,0,2029,42,637
101,0,2029,43,639
101,0,2029,44,641
101,0,2029,45,646
101,0,2029,46,657
101,0,2029,47,659
101,0,2029,48,660
101,0,2029,49,668
